Gruppe;Code;EANNummer;Hersteller;Deutsche Produktbezeichnung;Englische Produktbezeichnung;Menge;Einheit;ISO-Code;Chemica BioChemica;CAS-Nr;eClass-Version;eClass;NAG;HS-Nr;EG-Nr;Summenformel;UN-Nr;Tunnelbeschränkungscode;Transportbezeichnung Landverkehr;Klasse / Verpackungsgruppe;Begrenzte Menge (LQ);Dichte;Schmelzpunkt;Lagerung;Haltbarkeit in Monaten;LGK;WGK;M;H-Sätze;P-Sätze;Signalwort;Gefahrstoffsymbole;Versand;Trockeneiszuschlag;Chargenpflicht;Endverbleibserklärung;Exportverbote und -einschränkungen;Chemiewaffentauglich;Explosivstoffetauglichkeit;Drogenausgangsstoff;Bruttogewicht;Nettogewicht;Volumen;Produktlink;Produktinfo;Sicherheitsdatenblatt Deutschland;Sicherheitsdatenblatt Schweiz;Analysezertifikat verfügbar;Bild;PHYSIKALISCHE DATEN;QUALITÄT;HEADLINE KOMMENTAR;KURZBESCHREIBUNG;URSPRUNG;PHYSICAL DESCRIPTION;QUALTIY;HEADLINE COMMENT;SHORTDESCRIPTION;Origin;Tunnel code;N.A.G.;Technicher Name
LC;141008.1212;8432647239581;PanReac AppliChem;Essigsäure (USP, BP, Ph. Eur., JP) reinst, Pharma-Qualität;Acetic Acid glacial (USP, BP, Ph. Eur., JP) pure, pharma grade;2,5;L;LTR;Chemica;64-19-7;6.2;39021302;;29152100;200-580-7;CH?COOH;UN2789;(D/E);EISESSIG;8(3)/II;Nein;1,052 kg/l;16,7 °C;;72;3;1;60,05 g/mol;H226-H314;P210-P233-P240-P241-P242-P243-P260-P264-P280-P301+P330+P331-P303+P361+P353-P304+P340-P305+P351+P338-P310-P338-P363-P370+P378-P403+P235-P501;Gefahr;GHS02 GHS05;RT;Nein;Ja;Ja;;Nein;Nein;;2,793;2,630;2,5;https://www.itwreagents.com/download_file/tds/141008/en/tds_141008_en.pdf;;https://www.itwreagents.com/download_file/sds/141008/de/sds_141008_de.pdf;https://www.itwreagents.com/download_file/sds/141008/ch/sds_141008_de.pdf;Ja;LC-group.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;(D/E);;Acetic acid, glacial                                                                                
Process;141008.1214;8432647239598;PanReac AppliChem;Essigsäure (USP, BP, Ph. Eur., JP) reinst, Pharma-Qualität;Acetic Acid glacial (USP, BP, Ph. Eur., JP) pure, pharma grade;5;L;LTR;Chemica;64-19-7;6.2;39021302;;29152100;200-580-7;CH?COOH;UN2789;(D/E);EISESSIG;8(3)/II;Nein;1,052 kg/l;16,7 °C;;72;3;1;60,05 g/mol;H226-H314;P210-P233-P240-P241-P242-P243-P260-P264-P280-P301+P330+P331-P303+P361+P353-P304+P340-P305+P351+P338-P310-P338-P363-P370+P378-P403+P235-P501;Gefahr;GHS02 GHS05;RT;Nein;Ja;Ja;;Nein;Nein;;5,755;5,260;5;https://www.itwreagents.com/download_file/tds/141008/en/tds_141008_en.pdf;;https://www.itwreagents.com/download_file/sds/141008/de/sds_141008_de.pdf;https://www.itwreagents.com/download_file/sds/141008/ch/sds_141008_de.pdf;Ja;logo.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;(D/E);;Acetic acid, glacial                                                                                
LC;141008.1611;8432647239635;PanReac AppliChem;Essigsäure (USP, BP, Ph. Eur., JP) reinst, Pharma-Qualität;Acetic Acid glacial (USP, BP, Ph. Eur., JP) pure, pharma grade;1000;ml;MLT;Chemica;64-19-7;6.2;39021302;;29152100;200-580-7;CH?COOH;UN2789;(D/E);EISESSIG;8(3)/II;Ja;1,052 kg/l;16,7 °C;;72;3;1;60,05 g/mol;H226-H314;P210-P233-P240-P241-P242-P243-P260-P264-P280-P301+P330+P331-P303+P361+P353-P304+P340-P305+P351+P338-P310-P338-P363-P370+P378-P403+P235-P501;Gefahr;GHS02 GHS05;RT;Nein;Ja;Ja;;Nein;Nein;;1,759;1,052;1;https://www.itwreagents.com/download_file/tds/141008/en/tds_141008_en.pdf;;https://www.itwreagents.com/download_file/sds/141008/de/sds_141008_de.pdf;https://www.itwreagents.com/download_file/sds/141008/ch/sds_141008_de.pdf;Ja;141008.1611.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;(D/E);;Acetic acid, glacial                                                                                
LC;141008.1612;8432647239642;PanReac AppliChem;Essigsäure (USP, BP, Ph. Eur., JP) reinst, Pharma-Qualität;Acetic Acid glacial (USP, BP, Ph. Eur., JP) pure, pharma grade;2,5;L;LTR;Chemica;64-19-7;6.2;39021302;;29152100;200-580-7;CH?COOH;UN2789;(D/E);EISESSIG;8(3)/II;Nein;1,052 kg/l;16,7 °C;;72;3;1;60,05 g/mol;H226-H314;P210-P233-P240-P241-P242-P243-P260-P264-P280-P301+P330+P331-P303+P361+P353-P304+P340-P305+P351+P338-P310-P338-P363-P370+P378-P403+P235-P501;Gefahr;GHS02 GHS05;RT;Nein;Ja;Ja;;Nein;Nein;;3,980;2,630;2,5;https://www.itwreagents.com/download_file/tds/141008/en/tds_141008_en.pdf;;https://www.itwreagents.com/download_file/sds/141008/de/sds_141008_de.pdf;https://www.itwreagents.com/download_file/sds/141008/ch/sds_141008_de.pdf;Ja;LC-group.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;(D/E);;Acetic acid, glacial                                                                                
Process;141008.9914;8432647411291;PanReac AppliChem;Essigsäure (USP, BP, Ph. Eur., JP) reinst, Pharma-Qualität;Acetic Acid glacial (USP, BP, Ph. Eur., JP) pure, pharma grade;5;L;LTR;;64-19-7;6.2;39021302;;29152100;200-580-7;CH?COOH;UN2789;(D/E);EISESSIG;8(3)/II;Nein;1,052 kg/l;16,7 °C;;72;3;1;60,05 g/mol;H226-H314;P210-P233-P240-P241-P242-P243-P260-P264-P280-P301+P330+P331-P303+P361+P353-P304+P340-P305+P351+P338-P310-P338-P363-P370+P378-P403+P235-P501;Gefahr;GHS02 GHS05;RT;Nein;Ja;Ja;;Nein;Nein;;5,580;5,260;5;https://www.itwreagents.com/download_file/tds/141008/en/tds_141008_en.pdf;;https://www.itwreagents.com/download_file/sds/141008/de/sds_141008_de.pdf;https://www.itwreagents.com/download_file/sds/141008/ch/sds_141008_de.pdf;Ja;logo.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;(D/E);;Acetic acid, glacial                                                                                
LC;141013.1211;8432647239734;PanReac AppliChem;L(+)-Ascorbinsäure (USP, BP, Ph. Eur.) Pharma-Qualität, BioChemica;L(+)-Ascorbic Acid (USP, BP, Ph. Eur.) pharma grade, BioChemica;1000;g;GRM;Chemica;50-81-7;6.2;39151118;;29362700;200-066-2;C?H?O?;;;;;Nein;;192 °C;;72;10 - 13;1;176,13 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;1,070;1,000;;https://www.itwreagents.com/download_file/tds/141013/en/tds_141013_en.pdf;;https://www.itwreagents.com/download_file/sds/141013/de/sds_141013_de.pdf;https://www.itwreagents.com/download_file/sds/141013/ch/sds_141013_de.pdf;Ja;LC-group.png;fest;Pharma-Qualität, BioChemica;;;;solid;pharma grade, BioChemica;;;;;;
LC;141013.1214;8432647239741;PanReac AppliChem;L(+)-Ascorbinsäure (USP, BP, Ph. Eur.) Pharma-Qualität, BioChemica;L(+)-Ascorbic Acid (USP, BP, Ph. Eur.) pharma grade, BioChemica;5;kg;KGM;Chemica;50-81-7;6.2;39151118;;29362700;200-066-2;C?H?O?;;;;;Nein;;192 °C;;72;10 - 13;1;176,13 g/mol;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;5,275;5,000;;https://www.itwreagents.com/download_file/tds/141013/en/tds_141013_en.pdf;;https://www.itwreagents.com/download_file/sds/141013/de/sds_141013_de.pdf;https://www.itwreagents.com/download_file/sds/141013/ch/sds_141013_de.pdf;Ja;LC-group.png;fest;Pharma-Qualität, BioChemica;;;;solid;pharma grade, BioChemica;;;;;;
Process;141014.0416;8432647239758;PanReac AppliChem;Benzoesäure (USP, BP, Ph. Eur.) reinst, Pharma-Qualität;Benzoic Acid (USP, BP, Ph. Eur.) pure, pharma grade;25;kg;KGM;Chemica;65-85-0;6.2;39023903;;29163100;200-618-2;C?H?COOH;;;;;Nein;;122,4 °C (Handbook);;72;6.1 C;1;122,12 g/mol;H315-H318-H372;P260-P264-P270-P280-P302+P352-P305+P351+P338-P310-P314-P321-P332+P313-P362-P501;Gefahr;GHS05 GHS08;RT;Nein;Ja;Nein;;Nein;Nein;;27,200;25,000;;https://www.itwreagents.com/download_file/tds/141014/en/tds_141014_en.pdf;;https://www.itwreagents.com/download_file/sds/141014/de/sds_141014_de.pdf;https://www.itwreagents.com/download_file/sds/141014/ch/sds_141014_de.pdf;Ja;logo.png;fest;reinst,  Pharma-Qualität;;;;solid;pure, pharma grade;;;;;;
LC;141014.1211;8432647239802;PanReac AppliChem;Benzoesäure (USP, BP, Ph. Eur.) reinst, Pharma-Qualität;Benzoic Acid (USP, BP, Ph. Eur.) pure, pharma grade;1000;g;GRM;Chemica;65-85-0;6.2;39023903;;29163100;200-618-2;C?H?COOH;;;;;Nein;;122,4 °C (Handbook);;72;6.1 C;1;122,12 g/mol;H315-H318-H372;P260-P264-P270-P280-P302+P352-P305+P351+P338-P310-P314-P321-P332+P313-P362-P501;Gefahr;GHS05 GHS08;RT;Nein;Ja;Nein;;Nein;Nein;;1,125;1,000;;https://www.itwreagents.com/download_file/tds/141014/en/tds_141014_en.pdf;;https://www.itwreagents.com/download_file/sds/141014/de/sds_141014_de.pdf;https://www.itwreagents.com/download_file/sds/141014/ch/sds_141014_de.pdf;Ja;LC-group.png;fest;reinst,  Pharma-Qualität;;;;solid;pure, pharma grade;;;;;;
Process;141015.0416;8432647239826;PanReac AppliChem;Borsäure (USP-NF, BP, Ph. Eur.) reinst, Pharmaqualität;Boric Acid (USP-NF, BP, Ph. Eur.) pure, pharma grade;25;kg;KGM;Chemica;10043-35-3;6.2;38120104;;28100090;233-139-2;H?BO?;;;;;Nein;;185°C (Zers.);RT;60;6.1 D;1;61,83 g/mol;H360FD;P201-P202-P280-P308+P313-P405-P501;Gefahr;GHS08;RT;Nein;Ja;Nein;;Nein;Nein;;26,350;25,000;;https://www.itwreagents.com/download_file/tds/141015/en/tds_141015_en.pdf;;https://www.itwreagents.com/download_file/sds/141015/de/sds_141015_de.pdf;https://www.itwreagents.com/download_file/sds/141015/ch/sds_141015_de.pdf;Ja;logo.png;fest;;;;;Solid;;;;;;;
LC;141015.0914;8432647239840;PanReac AppliChem;Borsäure (USP-NF, BP, Ph. Eur.) reinst, Pharmaqualität;Boric Acid (USP-NF, BP, Ph. Eur.) pure, pharma grade;5;kg;KGM;Chemica;10043-35-3;6.2;38120104;;28100090;233-139-2;H?BO?;;;;;Nein;;185°C (Zers.);RT;60;6.1 D;1;61,83 g/mol;H360FD;P201-P202-P280-P308+P313-P405-P501;Gefahr;GHS08;RT;Nein;Ja;Nein;;Nein;Nein;;5,546;5,000;;https://www.itwreagents.com/download_file/tds/141015/en/tds_141015_en.pdf;;https://www.itwreagents.com/download_file/sds/141015/de/sds_141015_de.pdf;https://www.itwreagents.com/download_file/sds/141015/ch/sds_141015_de.pdf;Ja;LC-group.png;fest;;;;;Solid;;;;;;;
LC;141015.1211;8432647239888;PanReac AppliChem;Borsäure (USP-NF, BP, Ph. Eur.) reinst, Pharmaqualität;Boric Acid (USP-NF, BP, Ph. Eur.) pure, pharma grade;1000;g;GRM;Chemica;10043-35-3;6.2;38120104;;28100090;233-139-2;H?BO?;;;;;Nein;;185°C (Zers.);RT;60;6.1 D;1;61,83 g/mol;H360FD;P201-P202-P280-P308+P313-P405-P501;Gefahr;GHS08;RT;Nein;Ja;Nein;;Nein;Nein;;1,100;1,000;;https://www.itwreagents.com/download_file/tds/141015/en/tds_141015_en.pdf;;https://www.itwreagents.com/download_file/sds/141015/de/sds_141015_de.pdf;https://www.itwreagents.com/download_file/sds/141015/ch/sds_141015_de.pdf;Ja;LC-group.png;fest;;;;;Solid;;;;;;;
Process;141018.0416;8432647239949;PanReac AppliChem;Citronensäure - Monohydrat (USP, BP, Ph. Eur., JP) reinst, Pharma-Qualität;Citric Acid 1-hydrate (USP, BP, Ph. Eur., JP) pure, pharma grade;25;kg;KGM;Chemica;5949-29-1;6.2;39021801;;29181400;201-069-1;C?H?O?.H?O;;;;;Nein;;135 °C;;72;10 - 13;1;210,14 g/mol;H319;P264-P280-P305+P351+P338-P337+P313;Achtung;GHS07;RT;Nein;Ja;Nein;;Nein;Nein;;26,350;25,000;;https://www.itwreagents.com/download_file/tds/141018/en/tds_141018_en.pdf;;https://www.itwreagents.com/download_file/sds/141018/de/sds_141018_de.pdf;https://www.itwreagents.com/download_file/sds/141018/ch/sds_141018_de.pdf;Ja;logo.png;fest;reinst,  Pharma-Qualität;;;;solid;pure, pharma grade;;;;;;
LC;141018.1211;8432647239987;PanReac AppliChem;Citronensäure - Monohydrat (USP, BP, Ph. Eur., JP) reinst, Pharma-Qualität;Citric Acid 1-hydrate (USP, BP, Ph. Eur., JP) pure, pharma grade;1000;g;GRM;Chemica;5949-29-1;6.2;39021801;;29181400;201-069-1;C?H?O?.H?O;;;;;Nein;;135 °C;;72;10 - 13;1;210,14 g/mol;H319;P264-P280-P305+P351+P338-P337+P313;Achtung;GHS07;RT;Nein;Ja;Nein;;Nein;Nein;;1,070;1,000;;https://www.itwreagents.com/download_file/tds/141018/en/tds_141018_en.pdf;;https://www.itwreagents.com/download_file/sds/141018/de/sds_141018_de.pdf;https://www.itwreagents.com/download_file/sds/141018/ch/sds_141018_de.pdf;Ja;LC-group.png;fest;reinst,  Pharma-Qualität;;;;solid;pure, pharma grade;;;;;;
LC;141018.1214;8432647239994;PanReac AppliChem;Citronensäure - Monohydrat (USP, BP, Ph. Eur., JP) reinst, Pharma-Qualität;Citric Acid 1-hydrate (USP, BP, Ph. Eur., JP) pure, pharma grade;5;kg;KGM;Chemica;5949-29-1;6.2;39021801;;29181400;201-069-1;C?H?O?.H?O;;;;;Nein;;135 °C;;72;10 - 13;1;210,14 g/mol;H319;P264-P280-P305+P351+P338-P337+P313;Achtung;GHS07;RT;Nein;Ja;Nein;;Nein;Nein;;5,275;5,000;;https://www.itwreagents.com/download_file/tds/141018/en/tds_141018_en.pdf;;https://www.itwreagents.com/download_file/sds/141018/de/sds_141018_de.pdf;https://www.itwreagents.com/download_file/sds/141018/ch/sds_141018_de.pdf;Ja;LC-group.png;fest;reinst,  Pharma-Qualität;;;;solid;pure, pharma grade;;;;;;
Process;141020.0716;8432647240006;PanReac AppliChem;Salzsäure 37% (USP-NF, BP, Ph. Eur.) reinst, Pharma-Qualität;Hydrochloric Acid 37% (USP-NF, BP, Ph. Eur.) pure, pharma grade;25;L;LTR;Chemica;7647-01-0;6.2;38050202;;28061000;231-595-7;HCl;UN1789;(E);CHLORWASSERSTOFFSÄURE;8/II;Nein;1,19 kg/l;-25 °C;;72;8 B;1;36,46 g/mol;H290-H314-H335;P234-P261-P264-P271-P280-P302+P352-P304+P340-P305+P351+P338-P312-P321-P332+P313-P337+P313-P362-P390-P403+P233-P405-P406-P501;Gefahr;GHS05 GHS07;RT;Nein;Ja;Ja;***Drug Precursors***;Nein;Nein;3;31,250;29,750;25;https://www.itwreagents.com/download_file/tds/141020/en/tds_141020_en.pdf;;https://www.itwreagents.com/download_file/sds/141020/de/sds_141020_de.pdf;https://www.itwreagents.com/download_file/sds/141020/ch/sds_141020_de.pdf;Ja;logo.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;(E);;Hydrochloric acid                                                                                   
LC;141020.1214;8432647240051;PanReac AppliChem;Salzsäure 37% (USP-NF, BP, Ph. Eur.) reinst, Pharma-Qualität;Hydrochloric Acid 37% (USP-NF, BP, Ph. Eur.) pure, pharma grade;5;L;LTR;Chemica;7647-01-0;6.2;38050202;;28061000;231-595-7;HCl;UN1789;(E);CHLORWASSERSTOFFSÄURE;8/II;Nein;1,19 kg/l;-25 °C;;72;8 B;1;36,46 g/mol;H290-H314-H335;P234-P261-P264-P271-P280-P302+P352-P304+P340-P305+P351+P338-P312-P321-P332+P313-P337+P313-P362-P390-P403+P233-P405-P406-P501;Gefahr;GHS05 GHS07;RT;Nein;Ja;Ja;***Drug Precursors***;Nein;Nein;3;6,250;5,950;5;https://www.itwreagents.com/download_file/tds/141020/en/tds_141020_en.pdf;;https://www.itwreagents.com/download_file/sds/141020/de/sds_141020_de.pdf;https://www.itwreagents.com/download_file/sds/141020/ch/sds_141020_de.pdf;Ja;141020.1214.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;(E);;Hydrochloric acid                                                                                   
LC;141020.1611;8432647240068;PanReac AppliChem;Salzsäure 37% (USP-NF, BP, Ph. Eur.) reinst, Pharma-Qualität;Hydrochloric Acid 37% (USP-NF, BP, Ph. Eur.) pure, pharma grade;1000;ml;MLT;Chemica;7647-01-0;6.2;38050202;;28061000;231-595-7;HCl;UN1789;(E);CHLORWASSERSTOFFSÄURE;8/II;Ja;1,19 kg/l;-25 °C;;72;8 B;1;36,46 g/mol;H290-H314-H335;P234-P261-P264-P271-P280-P302+P352-P304+P340-P305+P351+P338-P312-P321-P332+P313-P337+P313-P362-P390-P403+P233-P405-P406-P501;Gefahr;GHS05 GHS07;RT;Nein;Ja;Ja;***Drug Precursors***;Nein;Nein;3;1,897;1,190;1;https://www.itwreagents.com/download_file/tds/141020/en/tds_141020_en.pdf;;https://www.itwreagents.com/download_file/sds/141020/de/sds_141020_de.pdf;https://www.itwreagents.com/download_file/sds/141020/ch/sds_141020_de.pdf;Ja;141020.1611.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;(E);;Hydrochloric acid                                                                                   
LC;141020.1612;8432647240075;PanReac AppliChem;Salzsäure 37% (USP-NF, BP, Ph. Eur.) reinst, Pharma-Qualität;Hydrochloric Acid 37% (USP-NF, BP, Ph. Eur.) pure, pharma grade;2,5;L;LTR;Chemica;7647-01-0;6.2;38050202;;28061000;231-595-7;HCl;UN1789;(E);CHLORWASSERSTOFFSÄURE;8/II;Nein;1,19 kg/l;-25 °C;;72;8 B;1;36,46 g/mol;H290-H314-H335;P234-P261-P264-P271-P280-P302+P352-P304+P340-P305+P351+P338-P312-P321-P332+P313-P337+P313-P362-P390-P403+P233-P405-P406-P501;Gefahr;GHS05 GHS07;RT;Nein;Ja;Ja;***Drug Precursors***;Nein;Nein;3;4,325;2,975;2,5;https://www.itwreagents.com/download_file/tds/141020/en/tds_141020_en.pdf;;https://www.itwreagents.com/download_file/sds/141020/de/sds_141020_de.pdf;https://www.itwreagents.com/download_file/sds/141020/ch/sds_141020_de.pdf;Ja;141020.1612.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;(E);;Hydrochloric acid                                                                                   
Process;141020.9914;8432647428114;PanReac AppliChem;Salzsäure 37% (USP-NF, BP, Ph. Eur.) reinst, Pharma-Qualität;Hydrochloric Acid 37% (USP-NF, BP, Ph. Eur.) pure, pharma grade;5;L;LTR;;7647-01-0;6.2;38050202;;28061000;231-595-7;HCl;UN1789;(E);CHLORWASSERSTOFFSÄURE;8/II;Nein;1,19 kg/l;-25 °C;;72;8 B;1;36,46 g/mol;H290-H314-H335;P234-P261-P264-P271-P280-P302+P352-P304+P340-P305+P351+P338-P312-P321-P332+P313-P337+P313-P362-P390-P403+P233-P405-P406-P501;Gefahr;GHS05 GHS07;RT;Nein;Ja;Ja;***Drug Precursors***;Nein;Nein;3;6,270;5,950;5;https://www.itwreagents.com/download_file/tds/141020/en/tds_141020_en.pdf;;https://www.itwreagents.com/download_file/sds/141020/de/sds_141020_de.pdf;https://www.itwreagents.com/download_file/sds/141020/ch/sds_141020_de.pdf;Ja;logo.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;(E);;Hydrochloric acid                                                                                   
LC;141026.0914;8432647240136;PanReac AppliChem;EDTA (USP-NF, BP, Ph. Eur) Pharma-Qualität, BioChemica;EDTA (USP-NF, BP, Ph. Eur) pharma grade, BioChemica;5;kg;KGM;;60-00-4;6.2;39030907;;29224985;200-449-4;C??H??N?O?;;;;;Nein;;220 °C;;72;10 - 13;2;292,24 g/mol;H319-H332-H373;P264-P280-P305+P351+P338-P337+P313;Achtung;GHS07 GHS08;RT;Nein;Ja;Nein;;Nein;Nein;;5,600;5,000;;https://www.itwreagents.com/download_file/tds/141026/en/tds_141026_en.pdf;;https://www.itwreagents.com/download_file/sds/141026/de/sds_141026_de.pdf;https://www.itwreagents.com/download_file/sds/141026/ch/sds_141026_de.pdf;Ja;LC-group.png;fest;Pharma-Qualität, BioChemica;;;;solid;pharma grade, BioChemica;;;;;;
LC;141026.1211;8432647240143;PanReac AppliChem;EDTA (USP-NF, BP, Ph. Eur) Pharma-Qualität, BioChemica;EDTA (USP-NF, BP, Ph. Eur) pharma grade, BioChemica;1000;g;GRM;Chemica;60-00-4;6.2;39030907;;29224985;200-449-4;C??H??N?O?;;;;;Nein;;220 °C;;72;10 - 13;2;292,24 g/mol;H319-H332-H373;P264-P280-P305+P351+P338-P337+P313;Achtung;GHS07 GHS08;RT;Nein;Ja;Nein;;Nein;Nein;;1,100;1,000;;https://www.itwreagents.com/download_file/tds/141026/en/tds_141026_en.pdf;;https://www.itwreagents.com/download_file/sds/141026/de/sds_141026_de.pdf;https://www.itwreagents.com/download_file/sds/141026/ch/sds_141026_de.pdf;Ja;LC-group.png;fest;Pharma-Qualität, BioChemica;;;;solid;pharma grade, BioChemica;;;;;;
Process;141032.0716;8432647240266;PanReac AppliChem;ortho-Phosphorsäure 85% (USP-NF, BP, Ph. Eur.) reinst, Pharma-Qualität;ortho-Phosphoric Acid 85% (USP-NF, BP, Ph. Eur.) pure, pharma grade;25;L;LTR;Chemica;7664-38-2;6.2;38070202;;28092000;231-633-2;H?PO?;UN1805;(E);PHOSPHORSÄURE, LÖSUNG;8/III;Nein;1,70 kg/l;21 °C;;72;8 B;1;98,00 g/mol;H290-H314;P260-P264-P280-P301+P330+P331-P303+P361+P353-P304+P340-P305+P351+P338-P310-P321-P338-P363-P405-P501;Gefahr;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;44,000;42,500;25;https://www.itwreagents.com/download_file/tds/141032/en/tds_141032_en.pdf;;https://www.itwreagents.com/download_file/sds/141032/de/sds_141032_de.pdf;https://www.itwreagents.com/download_file/sds/141032/ch/sds_141032_de.pdf;Ja;logo.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;(E);;Phosphoric acid, solution                                                                           
LC;141032.1211;8432647240297;PanReac AppliChem;ortho-Phosphorsäure 85% (USP-NF, BP, Ph. Eur.) reinst, Pharma-Qualität;ortho-Phosphoric Acid 85% (USP-NF, BP, Ph. Eur.) pure, pharma grade;1000;ml;MLT;Chemica;7664-38-2;6.2;38070202;;28092000;231-633-2;H?PO?;UN1805;(E);PHOSPHORSÄURE, LÖSUNG;8/III;Ja;1,70 kg/l;21 °C;;72;8 B;1;98,00 g/mol;H290-H314;P260-P264-P280-P301+P330+P331-P303+P361+P353-P304+P340-P305+P351+P338-P310-P321-P338-P363-P405-P501;Gefahr;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;1,780;1,700;1;https://www.itwreagents.com/download_file/tds/141032/en/tds_141032_en.pdf;;https://www.itwreagents.com/download_file/sds/141032/de/sds_141032_de.pdf;https://www.itwreagents.com/download_file/sds/141032/ch/sds_141032_de.pdf;Ja;141032.1211.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;(E);;Phosphoric acid, solution                                                                           
LC;141032.1212;8432647240303;PanReac AppliChem;ortho-Phosphorsäure 85% (USP-NF, BP, Ph. Eur.) reinst, Pharma-Qualität;ortho-Phosphoric Acid 85% (USP-NF, BP, Ph. Eur.) pure, pharma grade;2,5;L;LTR;Chemica;7664-38-2;6.2;38070202;;28092000;231-633-2;H?PO?;UN1805;(E);PHOSPHORSÄURE, LÖSUNG;8/III;Ja;1,70 kg/l;21 °C;;72;8 B;1;98,00 g/mol;H290-H314;P260-P264-P280-P301+P330+P331-P303+P361+P353-P304+P340-P305+P351+P338-P310-P321-P338-P363-P405-P501;Gefahr;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;4,413;4,250;2,5;https://www.itwreagents.com/download_file/tds/141032/en/tds_141032_en.pdf;;https://www.itwreagents.com/download_file/sds/141032/de/sds_141032_de.pdf;https://www.itwreagents.com/download_file/sds/141032/ch/sds_141032_de.pdf;Ja;LC-group.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;(E);;Phosphoric acid, solution
LC;141032.1214;8432647240310;PanReac AppliChem;ortho-Phosphorsäure 85% (USP-NF, BP, Ph. Eur.) reinst, Pharma-Qualität;ortho-Phosphoric Acid 85% (USP-NF, BP, Ph. Eur.) pure, pharma grade;5;L;LTR;Chemica;7664-38-2;6.2;38070202;;28092000;231-633-2;H?PO?;UN1805;(E);PHOSPHORSÄURE, LÖSUNG;8/III;Ja;1,70 kg/l;21 °C;;72;8 B;1;98,00 g/mol;H290-H314;P260-P264-P280-P301+P330+P331-P303+P361+P353-P304+P340-P305+P351+P338-P310-P321-P338-P363-P405-P501;Gefahr;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;8,995;8,500;5;https://www.itwreagents.com/download_file/tds/141032/en/tds_141032_en.pdf;;https://www.itwreagents.com/download_file/sds/141032/de/sds_141032_de.pdf;https://www.itwreagents.com/download_file/sds/141032/ch/sds_141032_de.pdf;Ja;LC-group.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;(E);;Phosphoric acid, solution                                                                           
Process;141034.0716;8432647240365;PanReac AppliChem;L(+)-Milchsäure (BP, Ph. Eur.) reinst, Pharma-Qualität;L(+)-Lactic Acid (BP, Ph. Eur.) pure, pharma grade;25;L;LTR;;79-33-4;6.2;39021322;;29181100;201-196-2;C?H?O?;;;;;Nein;1,20 kg/l;18 °C;;72;10 - 13;1;90,08 g/mol;H314;P264-P280-P302+P352-P305+P351+P338-P321-P332+P313-P337+P313-P362-P501;Gefahr;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;31,500;30,000;25;https://www.itwreagents.com/download_file/tds/141034/en/tds_141034_en.pdf;;https://www.itwreagents.com/download_file/sds/141034/de/sds_141034_de.pdf;https://www.itwreagents.com/download_file/sds/141034/ch/sds_141034_de.pdf;Ja;logo.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;;;
LC;141034.1211;8432647240419;PanReac AppliChem;L(+)-Milchsäure (BP, Ph. Eur.) reinst, Pharma-Qualität;L(+)-Lactic Acid (BP, Ph. Eur.) pure, pharma grade;1000;ml;MLT;Chemica;79-33-4;6.2;39021322;;29181100;201-196-2;C?H?O?;;;;;Nein;1,20 kg/l;18 °C;;72;10 - 13;1;90,08 g/mol;H314;P264-P280-P302+P352-P305+P351+P338-P321-P332+P313-P337+P313-P362-P501;Gefahr;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;1,280;1,200;1;https://www.itwreagents.com/download_file/tds/141034/en/tds_141034_en.pdf;;https://www.itwreagents.com/download_file/sds/141034/de/sds_141034_de.pdf;https://www.itwreagents.com/download_file/sds/141034/ch/sds_141034_de.pdf;Ja;LC-group.png;flüssig;reinst,  Pharma-Qualität;;;;liquid;pure, pharma grade;;;;;;
